neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,availability_365
2,215,2,75,1,2,151
4,184,1,150,3,1,365
4,80,2,59,3,9,95
4,84,1,150,2,15,69
3,202,1,225,2,4,1
3,87,2,100,1,4,254
2,14,2,74,2,22,76
1,133,3,40,1,2,88
4,69,2,63,2,2,365
2,14,2,86,2,20,35
3,95,2,72,2,27,183
3,62,2,95,5,14,137
2,215,2,90,2,3,18
1,25,1,60,4,2,194
2,215,2,90,2,2,10
4,118,2,79,1,15,348
3,35,1,199,4,32,28
3,95,2,45,1,1,73
2,32,2,53,1,20,151
2,53,1,82,5,1,29
2,191,1,275,4,5,12
3,207,2,54,3,17,38
2,215,1,144,2,24,14
4,5,1,110,5,1,173
4,5,1,100,5,2,40
4,55,2,80,1,0,179
4,60,1,89,2,9,331
3,65,2,55,3,12,4
4,106,1,99,2,13,365
2,215,2,60,2,3,5
2,14,2,75,2,0,356
2,14,1,110,4,15,97
2,215,2,68,5,14,10
3,62,1,150,1,18,355
3,35,1,180,4,28,280
2,86,2,53,1,0,317
1,174,2,69,1,2,330
2,14,2,65,2,21,362
2,27,1,100,2,0,53
4,78,2,40,1,1,66
3,131,1,103,3,0,40
2,58,1,225,3,36,53
4,5,1,170,1,3,41
2,215,3,70,2,4,135
4,60,2,60,1,12,87
2,14,2,250,2,0,350
3,95,2,46,1,25,91
2,14,1,150,2,7,4
2,215,2,85,2,3,83
2,14,2,70,4,18,189
4,80,2,100,1,34,87
4,60,2,55,2,16,158
2,29,2,70,2,0,5
3,65,2,98,2,15,29
3,95,2,150,2,26,55
3,35,2,219,1,0,365
3,96,2,150,1,4,149
2,160,1,125,4,3,145
2,183,2,59,4,28,99
2,14,1,75,2,0,7
4,78,2,42,1,20,157
2,14,1,150,3,2,14
2,14,1,102,1,10,4
4,12,1,175,3,1,112
3,74,1,211,2,15,325
3,202,1,189,5,18,21
4,118,2,58,1,33,101
4,184,2,65,1,14,177
3,95,1,120,5,7,84
4,190,2,50,2,4,180
3,207,1,99,3,0,34
2,14,2,125,3,1,365
2,29,1,140,5,3,7
1,119,2,100,3,0,364
3,95,1,120,2,11,128
4,78,1,135,3,12,178
3,95,2,110,3,0,199
2,215,2,59,4,0,297
2,160,2,60,3,3,21
4,218,1,48,1,8,305
1,201,2,45,3,12,365
3,207,2,109,1,2,270
3,65,2,180,1,0,177
3,96,1,85,3,28,66
2,215,2,80,1,33,151
2,29,2,50,5,18,12
4,78,2,89,1,28,346
2,29,2,84,3,0,28
2,14,2,55,2,18,359
1,193,2,65,1,1,365
3,96,1,150,2,2,146
1,206,1,120,2,34,77
2,215,2,90,2,16,20
1,39,1,80,2,0,321
1,112,2,35,2,24,365
2,215,2,75,2,16,215
3,203,1,200,1,2,37
3,207,2,65,5,3,179
2,215,2,75,4,3,29
4,84,1,95,3,17,329
2,215,1,158,3,2,324
2,152,2,152,2,23,365
3,120,1,220,4,16,14
2,215,2,55,2,18,5
4,69,2,170,1,4,90
4,105,1,96,1,8,157
2,29,1,275,3,3,351
4,78,3,200,1,0,89
4,118,1,134,2,8,144
2,61,1,180,3,14,175
4,110,2,70,5,6,308
3,120,1,140,2,20,37
3,128,2,250,3,6,170
2,215,1,200,2,1,338
2,159,2,64,2,35,329
4,55,2,95,1,31,90
1,17,2,30,3,5,361
2,92,1,120,5,0,160
1,193,2,65,1,23,365
2,53,2,57,1,9,170
4,186,2,55,2,8,122
2,52,2,42,4,36,292
2,52,2,75,1,27,146
3,203,1,140,1,8,7
4,78,2,55,1,29,362
2,215,2,79,3,4,9
4,5,2,166,1,8,89
3,207,1,85,4,4,8
3,120,2,159,1,0,161
2,215,2,65,2,1,303
4,60,2,49,1,15,1
2,14,2,25,1,4,34
3,95,2,65,3,0,362
3,120,1,150,4,1,13
2,29,1,160,2,0,359
4,80,3,40,2,20,230
3,113,2,120,2,32,264
2,31,1,160,2,1,191
2,92,2,89,2,3,5
2,215,2,85,2,2,19
3,203,1,225,3,15,25
4,51,1,90,4,1,50
2,215,2,75,6,25,84
2,14,1,100,3,35,283
3,203,1,150,4,0,317
4,85,1,160,2,12,361
4,5,1,100,2,18,83
3,96,1,175,1,0,270
2,42,2,139,1,1,83
3,87,2,115,4,0,249
3,95,2,75,5,1,246
2,215,1,260,1,24,45
3,138,1,262,2,9,113
2,215,1,179,2,13,35
2,29,1,120,3,0,77
3,210,1,199,3,16,3
2,64,2,75,2,2,349
1,119,2,65,5,15,150
3,192,2,100,1,0,349
2,75,1,200,2,10,167
2,14,1,180,3,1,98
3,62,2,50,5,16,15
2,215,2,140,3,19,79
4,165,2,38,3,19,278
4,164,3,34,1,12,51
2,42,2,60,1,1,97
3,96,1,251,3,3,258
3,207,2,90,1,0,12
2,75,1,110,2,6,17
2,31,1,125,1,0,360
2,81,1,125,2,8,185
2,31,2,50,1,2,365
3,36,1,199,3,19,11
4,69,2,49,2,1,83
2,14,2,67,2,21,58
2,18,2,35,3,11,79
2,14,2,125,4,27,312
4,16,1,180,2,0,281
4,124,2,169,3,27,256
3,95,1,195,3,3,239
3,131,2,65,3,1,188
2,14,2,45,1,5,37
2,14,1,170,6,23,190
3,95,1,250,1,36,301
2,14,2,45,1,6,3
3,189,2,85,3,16,9
4,218,2,69,3,21,357
1,49,2,53,3,0,162
3,95,1,145,4,17,265
2,52,1,250,2,5,309
3,210,1,175,2,7,3
4,13,1,230,1,3,310
2,29,2,59,5,8,177
3,203,1,150,2,11,2
2,29,2,95,2,1,354
2,109,2,34,2,24,204
2,14,1,151,3,34,308
2,29,2,50,4,3,40
4,69,3,41,1,9,27
3,210,2,99,2,2,63
2,215,2,100,3,15,358
3,95,2,100,6,21,87
3,62,2,100,2,0,7
3,202,3,209,3,0,30
4,106,2,75,2,1,180
3,120,1,250,1,36,10
2,14,1,204,5,28,225
3,62,2,190,3,19,14
2,29,2,55,3,2,241
3,95,1,150,1,7,10
2,31,2,42,1,29,35
1,48,2,99,1,2,90
3,74,1,214,2,11,304
4,186,2,55,2,34,59
2,92,2,75,2,0,73
2,14,2,77,2,0,168
2,29,2,50,2,27,2
3,202,2,80,1,5,2
4,118,2,72,3,11,341
4,151,2,44,1,3,119
3,96,1,125,2,22,230
2,14,2,59,3,13,100
3,96,1,225,1,19,50
3,35,1,195,6,33,1
4,221,1,189,1,2,212
3,95,2,45,2,18,197
2,61,2,80,2,7,189
2,215,1,120,5,12,107
4,118,2,64,4,23,8
1,214,1,200,1,34,347
1,156,3,28,1,3,362
3,95,2,65,4,10,2
3,35,2,99,1,4,168
4,5,1,155,6,4,173
3,74,1,252,2,15,260
4,118,1,275,2,1,266
2,215,2,71,6,1,20
4,5,1,89,4,15,12
2,18,1,121,2,24,14
3,96,1,199,5,0,9
2,215,2,99,3,4,180
2,183,1,110,1,5,85
2,215,2,75,4,5,6
2,29,1,125,5,1,11
1,112,2,80,4,0,87
1,156,3,28,1,4,64
4,221,2,70,4,34,34
2,29,1,100,3,12,12
4,105,1,95,3,12,31
2,191,2,50,3,25,108
4,118,2,72,3,26,307
2,183,1,45,5,1,28
3,95,2,77,2,36,116
3,62,1,150,1,14,353
2,160,2,55,1,25,42
3,203,2,95,1,6,12
3,104,2,45,2,2,180
2,52,2,49,2,34,29
2,191,2,44,1,8,74
3,96,1,200,3,31,51
3,202,1,156,1,0,7
4,124,3,11,1,0,245
3,138,1,145,3,28,43
4,221,2,85,1,0,3
3,7,1,225,4,2,138
1,206,2,59,1,11,35
2,52,2,43,5,16,38
2,160,1,99,3,15,167
2,215,1,160,2,3,309
3,192,2,100,1,0,292
4,184,2,147,2,6,85
2,27,2,50,4,5,365
1,112,2,60,3,2,363
2,52,2,68,1,1,59
2,191,1,59,2,26,173
3,95,2,40,2,0,363
2,42,1,120,5,2,13
3,62,3,45,1,17,72
3,87,1,160,3,6,351
2,81,1,186,4,2,22
2,14,2,60,3,17,340
2,160,2,35,3,12,176
3,95,1,130,3,10,10
3,96,3,75,1,20,365
3,128,1,229,1,2,356
3,95,1,100,2,24,8
3,207,1,210,5,2,354
4,124,1,90,3,9,121
3,95,2,57,2,1,34
2,29,1,199,6,0,85
3,207,2,65,3,23,1
3,65,1,225,3,0,7
3,95,1,150,5,16,3
2,29,2,75,5,4,88
4,165,2,38,3,32,212
3,65,1,110,2,1,280
4,190,1,95,5,0,42
2,53,1,95,1,22,126
4,4,2,80,1,1,90
3,192,2,100,1,1,317
4,167,1,175,6,2,365
3,35,1,230,5,5,5
2,29,1,180,3,6,119
4,78,2,200,1,8,365
4,190,1,115,2,31,169
2,61,2,150,3,11,364
3,95,1,165,3,33,192
2,217,2,58,4,18,58
4,5,1,115,3,1,188
4,5,2,43,4,19,1
2,215,1,139,2,7,37
2,92,2,70,3,0,4
3,203,2,92,2,21,39
4,118,3,30,1,15,5
2,61,2,60,2,1,343
3,93,1,200,4,14,323
3,65,1,200,1,28,341
2,14,1,145,5,5,244
2,92,2,200,2,11,179
3,95,2,50,1,0,21
3,202,1,275,4,5,77
2,29,2,47,2,4,222
2,160,2,49,2,9,132
3,120,2,219,1,0,362
1,37,2,80,1,6,358
4,118,1,138,1,4,41
2,42,2,54,2,30,333
3,203,1,175,2,1,2
2,29,2,65,5,1,169
3,120,1,200,2,4,233
4,114,1,85,1,8,166
3,202,1,200,5,2,71
3,203,1,195,3,11,13
3,95,1,99,2,0,189
2,52,1,120,4,3,7
2,52,2,70,3,5,21
1,48,2,105,1,3,365
3,74,1,250,3,10,335
4,218,1,145,3,0,8
2,215,1,120,5,18,188
3,203,2,230,1,1,288
2,61,2,60,2,20,190
2,176,2,65,1,5,348
2,14,2,41,2,18,18
2,191,2,50,1,23,327
3,128,2,119,2,27,325
3,202,1,265,2,10,3
1,79,1,107,1,22,339
2,29,2,70,2,16,29
3,96,2,150,1,3,152
3,96,3,85,1,9,365
4,118,3,35,5,11,90
3,74,1,248,2,17,271
2,64,2,45,3,15,365
2,75,2,95,3,0,365
3,203,2,200,4,0,365
2,75,2,40,2,32,82
2,29,2,66,2,8,90
2,90,1,200,4,1,173
3,192,2,249,1,0,298
3,95,2,65,6,9,333
1,112,3,60,2,11,365
4,105,1,69,2,3,36
2,215,1,172,3,32,78
2,176,2,65,3,14,156
4,105,3,27,1,4,355
2,176,2,39,2,26,101
3,95,2,49,3,19,211
4,124,2,49,1,0,321
2,29,1,200,6,1,26
2,92,1,199,2,25,5
3,93,1,200,3,6,21
2,20,1,150,3,19,7
4,5,2,62,2,16,313
2,215,1,275,3,0,362
2,14,2,150,1,4,267
1,40,1,110,1,15,325
1,112,3,32,2,6,83
3,138,2,120,1,5,55
3,96,3,69,1,0,19
4,221,1,275,4,31,283
4,105,2,100,2,16,134
2,14,2,60,1,1,147
3,96,1,210,2,1,32
4,106,1,125,2,0,71
4,172,2,55,1,9,30
3,207,2,45,2,12,78
2,86,1,75,2,7,7
2,152,1,93,3,2,5
2,14,1,75,3,15,4
2,14,2,55,2,28,167
1,148,2,42,2,6,62
2,29,2,69,1,0,334
3,96,2,120,4,8,275
2,14,2,52,2,9,268
3,62,3,75,1,0,365
3,65,1,62,4,4,5
2,14,2,55,1,0,312
2,29,1,150,1,0,41
3,62,2,90,2,9,112
3,74,2,105,2,3,8
3,179,2,120,1,24,89
3,131,2,75,1,29,8
2,217,1,250,2,1,84
2,14,2,45,2,24,5
4,118,2,90,3,34,3
3,74,1,215,2,9,313
2,14,1,100,1,3,43
4,55,2,49,1,7,341
2,14,2,68,1,8,36
3,35,1,235,3,1,196
4,57,2,40,1,9,252
3,76,1,225,2,12,5
3,96,1,200,4,36,248
2,24,2,75,1,2,353
2,42,2,69,1,1,179
2,215,2,70,2,11,3
4,69,2,65,2,2,364
2,14,1,116,2,4,156
3,120,2,105,2,0,56
3,96,1,210,3,2,73
2,52,1,100,2,13,20
3,128,1,145,3,7,36
2,14,1,60,1,23,83
3,95,2,70,2,13,361
3,96,3,69,1,4,364
4,60,2,55,1,2,358
4,106,2,80,1,19,177
5,208,2,83,2,5,188
2,52,1,104,1,28,174
3,96,2,65,5,31,54
3,120,1,249,3,0,91
2,27,2,55,1,0,86
4,55,1,200,2,11,363
2,163,2,99,2,1,8
2,215,2,70,1,30,8
4,184,2,44,2,36,357
4,184,1,200,3,23,357
1,155,1,87,2,26,7
3,96,1,179,2,17,229
2,14,2,42,2,34,9
2,81,2,50,1,4,336
2,92,2,65,2,32,70
4,221,2,60,1,0,87
2,215,2,90,3,4,63
3,65,1,250,3,0,220
3,128,2,125,3,13,14
2,29,2,35,1,5,1
2,215,1,140,2,9,254
3,93,1,175,3,0,157
4,190,1,150,5,0,359
1,197,1,40,2,17,107
4,105,1,100,2,21,124
1,153,2,28,3,27,214
2,92,2,150,5,0,310
2,75,1,60,5,3,189
3,65,2,125,2,21,329
4,78,2,70,1,7,347
3,202,1,242,3,0,17
3,120,1,200,2,0,361
2,52,1,75,3,9,280
3,202,2,80,1,0,56
3,203,2,67,1,22,38
3,95,2,69,2,7,71
4,167,2,50,1,0,67
3,120,2,100,3,0,23
2,92,2,74,5,1,95
3,36,1,260,2,5,235
2,14,2,165,1,27,311
4,110,2,200,1,0,365
3,65,2,125,3,28,364
4,78,2,89,1,3,365
2,75,1,165,5,8,258
2,215,1,150,4,7,5
3,62,1,110,6,25,161
2,191,2,75,2,2,16
2,92,2,120,3,1,87
2,31,2,89,1,9,334
3,192,2,100,1,7,296
4,111,2,50,2,2,89
3,95,2,120,3,22,10
2,29,2,60,4,5,364
3,96,1,250,5,7,314
4,106,2,40,1,6,360
4,213,2,35,1,35,86
2,215,1,165,3,15,158
2,14,2,55,1,0,364
4,98,2,65,5,8,170
2,42,1,200,3,1,50
2,29,2,65,2,3,49
3,87,2,100,3,8,13
2,163,2,45,2,17,87
2,61,2,80,1,22,162
2,215,1,244,3,0,345
2,14,2,101,2,9,364
3,65,1,209,3,4,83
2,29,2,125,1,0,351
2,160,1,115,2,1,219
4,184,1,95,2,0,81
3,189,2,175,1,6,180
4,172,2,34,1,0,89
2,77,2,40,2,10,43
3,96,1,249,3,35,38
4,106,2,180,1,0,253
3,95,2,75,1,19,358
3,203,1,245,2,33,262
2,92,1,150,3,3,42
2,29,2,43,1,12,47
2,160,3,40,1,0,224
2,64,1,95,2,0,149
4,218,2,60,1,14,335
4,161,1,150,2,4,19
4,60,2,40,2,21,30
3,113,1,195,3,9,47
4,80,2,69,2,1,35
2,215,1,188,5,1,51
4,78,2,45,3,0,365
3,128,2,115,1,2,88
2,215,1,145,2,0,4
3,207,2,50,4,9,83
4,78,2,60,2,24,76
3,35,1,275,2,2,15
3,203,2,145,2,1,180
3,95,2,80,2,10,8
2,14,2,89,1,21,365
3,95,2,70,2,28,80
2,29,1,98,2,7,4
4,30,1,180,1,0,83
3,170,2,150,2,14,7
3,35,1,200,3,0,345
3,36,1,250,4,32,188
1,148,2,60,2,3,364
2,21,1,200,3,0,325
4,118,1,115,2,5,66
2,14,3,24,1,11,85
5,41,3,95,3,0,37
3,95,2,90,6,8,296
3,203,2,150,2,3,21
2,160,2,45,2,3,151
2,215,1,125,1,11,39
3,128,2,125,1,8,123
2,52,2,50,4,15,324
2,14,2,50,2,14,5
2,215,1,249,3,14,17
1,1,1,75,4,35,169
2,21,2,48,1,0,365
3,95,2,90,1,20,6
2,160,2,125,2,27,136
2,21,2,55,3,0,363
4,23,1,100,2,10,160
2,29,1,70,6,15,63
2,42,2,130,1,3,299
3,96,1,200,3,10,206
3,35,1,160,4,11,1
2,14,2,85,3,11,13
2,215,2,76,2,6,5
3,203,1,190,2,2,21
4,5,1,250,4,5,1
2,215,2,80,2,31,365
3,96,2,189,4,1,8
2,14,2,69,3,23,317
2,90,3,35,3,2,50
2,14,2,65,2,25,347
4,5,1,90,3,14,251
2,29,2,65,1,8,106
4,55,1,89,1,16,36
3,128,2,89,3,1,26
3,96,3,75,1,8,365
3,128,1,130,4,2,63
2,152,1,100,4,7,37
3,35,2,130,2,3,132
2,29,1,166,1,11,177
3,96,2,250,1,4,365
1,103,2,36,1,9,97
3,113,2,200,1,0,89
2,29,1,155,2,1,10
3,95,2,54,5,21,187
3,202,2,99,1,20,278
2,29,2,70,4,2,363
2,64,1,124,2,34,273
3,95,1,132,2,0,199
2,61,2,99,4,13,48
3,128,2,100,2,4,314
3,35,2,100,1,2,65
2,152,1,185,1,0,43
3,65,1,200,2,6,7
3,96,1,239,2,6,335
2,14,1,85,5,6,5
3,203,1,110,3,2,15
2,42,1,145,6,35,31
3,62,1,260,3,20,283
2,14,2,55,2,23,323
3,120,2,150,3,17,188
4,51,1,65,1,1,280
3,65,1,224,3,4,7
3,202,1,200,1,30,2
2,215,1,105,5,33,8
2,176,1,83,1,35,97
4,190,2,59,3,2,353
2,176,1,81,5,9,1
3,203,2,90,1,24,341
3,120,1,235,1,0,349
2,52,2,60,1,35,333
4,167,2,42,3,6,52
3,203,2,85,2,23,79
3,65,1,150,3,27,19
2,75,2,70,1,31,51
1,119,2,75,2,0,361
4,164,1,100,1,7,2
2,8,2,80,3,1,363
2,29,1,80,1,0,13
3,146,1,270,3,0,152
2,14,2,60,3,9,20
2,31,1,140,1,5,365
4,172,1,68,2,5,95
4,5,1,175,1,0,185
4,106,2,135,1,1,365
2,29,2,89,1,10,247
2,14,1,250,1,3,51
2,52,2,48,5,2,15
2,205,2,116,3,2,16
2,92,1,135,3,17,8
2,215,2,86,2,34,156
2,14,2,125,1,2,199
2,29,2,70,1,1,115
2,64,2,70,1,1,75
2,152,2,115,2,25,89
3,203,1,100,2,17,18
3,128,1,190,3,1,84
2,52,2,85,2,7,27
2,14,1,150,2,0,32
4,105,2,80,1,5,180
3,202,1,147,4,9,7
2,52,1,150,1,3,95
2,61,2,45,3,33,320
4,5,1,160,2,13,56
2,14,2,50,1,1,27
4,106,2,88,2,2,180
3,62,1,120,5,23,151
2,215,2,120,1,23,37
2,215,1,129,5,1,14
4,186,2,45,2,31,266
4,118,2,99,1,23,93
3,146,1,225,2,29,176
2,52,2,57,1,32,95
2,52,1,95,4,2,84
3,95,2,65,1,1,364
4,69,1,199,2,0,157
2,75,1,123,1,0,365
2,14,1,180,5,18,106
2,29,2,40,1,24,20
2,52,1,97,1,0,63
1,214,2,39,3,6,49
3,95,2,135,3,5,224
4,60,2,40,1,1,37
2,29,1,120,3,3,3
2,14,1,200,6,3,1
4,118,2,95,3,25,245
2,75,3,46,1,22,365
3,179,1,170,2,17,6
2,14,1,100,1,27,39
2,215,1,120,2,19,11
2,215,2,90,2,1,9
1,153,2,150,1,0,267
5,56,2,37,1,7,310
3,104,2,95,3,0,216
2,77,1,195,2,0,80
3,202,1,140,5,24,48
1,97,1,74,2,19,183
3,65,1,198,3,31,57
3,131,2,75,2,20,29
3,96,1,180,3,20,79
3,35,2,199,1,2,352
3,203,3,79,3,4,76
1,193,1,99,2,3,120
2,160,2,250,5,0,23
2,92,2,115,5,24,179
3,202,2,100,4,28,40
2,29,2,75,2,22,362
1,66,2,68,2,0,364
3,65,2,110,2,7,89
2,61,1,85,6,12,215
3,36,1,110,2,34,15
3,202,1,115,2,1,234
4,60,1,149,2,7,341
2,159,1,200,3,1,188
4,105,1,175,3,7,28
3,199,2,110,3,1,350
2,29,2,70,3,3,27
2,14,2,60,1,22,282
4,190,2,80,1,11,346
3,202,1,150,1,9,364
4,218,2,65,3,7,365
4,5,2,65,1,12,149
2,52,3,45,2,0,365
3,76,1,218,4,3,9
3,179,1,171,2,5,8
3,62,2,140,1,1,177
3,203,2,275,1,0,281
4,108,1,110,2,8,81
2,14,1,250,2,3,117
3,74,1,250,2,10,292
3,192,2,100,1,1,351
3,95,2,85,2,0,11
3,203,2,275,2,13,233
3,65,1,113,1,20,96
2,61,2,53,2,5,191
2,29,2,65,1,23,290
2,29,2,125,2,0,280
4,5,2,39,1,11,62
2,176,2,59,1,13,332
2,14,2,200,2,5,64
3,203,1,260,5,2,145
3,65,1,250,2,8,264
3,36,1,180,2,19,179
2,29,2,50,1,27,55
2,215,2,80,2,29,34
3,207,2,129,5,0,365
4,167,2,49,1,6,11
2,215,1,135,5,33,76
3,65,1,180,3,0,17
4,85,2,49,1,1,70
2,61,1,125,3,18,48
2,29,2,50,1,0,365
4,78,2,39,1,22,82
2,29,2,65,2,20,282
4,151,1,70,3,1,53
2,160,3,30,2,5,365
3,74,1,240,2,3,323
2,14,2,62,2,18,338
2,14,2,200,2,1,189
3,65,1,90,5,21,83
2,52,1,130,4,8,353
4,105,2,55,1,4,308
2,52,2,59,1,7,189
2,176,2,50,2,7,124
3,120,1,180,6,24,51
4,105,2,55,3,4,61
3,96,1,150,1,6,222
4,5,2,70,4,6,63
3,65,1,85,1,6,170
2,31,1,210,3,11,83
2,14,2,48,1,20,242
2,14,2,100,1,7,281
3,96,1,150,1,23,106
2,61,2,90,2,6,360
2,29,2,195,4,0,274
3,65,2,80,6,10,7
3,120,2,129,3,12,85
2,24,2,100,1,0,362
4,118,1,80,4,11,24
3,95,1,150,3,30,159
3,74,1,180,4,17,203
2,29,2,70,2,2,358
2,29,1,149,1,30,284
3,210,1,175,2,19,3
3,120,2,100,3,19,48
2,183,1,119,3,6,45
3,96,1,90,4,6,3
4,5,1,135,3,0,109
2,75,1,85,3,5,113
3,207,2,55,2,8,44
2,215,2,90,1,10,365
3,96,1,250,2,3,212
2,14,2,75,1,35,80
2,61,2,150,1,0,299
2,14,1,200,3,1,11
4,169,1,75,2,35,125
4,167,2,75,1,11,88
3,62,1,50,1,0,16
2,14,2,135,2,10,249
3,128,3,90,2,8,5
4,118,1,199,2,7,170
2,52,2,99,2,2,78
2,14,1,206,1,35,365
4,167,1,100,3,27,107
3,120,1,140,1,14,9
5,3,1,71,2,30,306
3,146,1,225,4,1,225
3,62,2,114,3,13,50
2,14,1,220,2,23,270
2,14,1,140,2,19,35
2,52,1,250,3,0,8
2,81,1,131,3,9,5
3,207,1,110,2,3,12
4,15,2,225,1,35,364
2,52,1,250,1,0,22
2,215,2,115,2,0,54
4,80,2,50,2,0,13
4,167,2,45,2,1,133
3,74,1,194,2,3,303
2,52,2,50,3,28,93
4,167,1,175,6,29,55
2,14,2,75,1,21,114
4,221,2,55,3,20,44
2,61,2,31,1,25,5
5,162,2,27,1,21,287
3,203,1,190,1,4,337
2,14,2,61,2,29,5
2,215,1,100,3,18,3
3,95,2,70,1,36,169
2,29,2,45,1,2,250
3,170,2,175,4,3,362
3,207,2,90,1,32,5
4,106,1,160,3,0,77
3,203,2,245,2,0,89
2,14,1,120,1,36,334
4,105,3,26,1,15,365
3,35,1,249,1,8,131
2,160,1,200,5,0,156
4,78,2,110,1,0,358
2,61,2,39,2,3,67
4,151,2,110,1,0,363
2,44,1,250,3,31,101
2,53,1,60,2,25,289
2,14,1,175,3,4,365
4,69,2,55,2,8,315
2,81,1,120,1,7,239
2,29,1,70,3,3,66
2,160,1,200,4,1,21
3,62,1,99,1,20,81
2,215,2,105,2,13,335
2,61,2,35,4,10,42
3,95,2,80,1,0,127
4,16,3,150,2,0,365
3,104,2,40,3,33,18
3,35,1,250,2,3,358
4,80,2,37,1,1,249
2,163,1,125,3,23,77
3,65,2,50,4,9,48
3,65,2,125,1,3,365
2,152,1,175,3,29,282
3,65,2,109,4,25,140
1,211,2,65,2,11,158
2,215,1,110,5,0,303
3,146,2,150,1,3,178
3,203,2,135,1,8,197
3,74,1,200,1,1,16
4,5,2,70,3,25,353
3,202,1,160,4,1,243
3,128,1,250,3,0,364
2,75,1,22,2,35,312
2,75,2,54,1,10,70
2,42,1,249,4,19,362
2,75,1,120,3,2,31
4,55,2,45,1,27,16
3,95,2,70,1,0,56
4,107,1,250,2,15,94
4,23,2,62,2,9,13
2,29,2,65,1,5,363
3,65,2,60,1,11,23
2,215,2,80,3,0,351
4,165,2,53,1,11,176
3,120,1,180,2,25,200
3,65,2,89,5,11,76
4,169,2,53,1,14,357
4,78,2,46,2,22,180
2,64,2,51,3,13,180
4,169,1,142,2,11,117
3,120,1,80,3,16,1
2,92,1,200,4,25,6
4,5,2,90,5,1,69
3,203,2,90,3,0,112
2,14,2,57,3,8,9
2,14,2,75,1,28,365
3,95,2,95,1,11,256
4,105,2,60,2,26,307
2,14,2,77,2,0,165
4,124,3,40,1,5,89
3,36,2,89,4,16,166
3,96,1,235,3,7,5
2,176,2,99,1,13,82
2,52,2,65,4,17,303
3,199,2,93,1,28,359
2,215,2,69,1,9,318
3,96,1,170,3,0,188
2,86,2,139,1,16,363
2,31,2,75,1,10,162
2,44,1,160,3,11,14
4,221,1,125,1,14,288
3,76,1,100,2,3,6
4,55,2,37,1,14,310
2,14,2,75,2,2,337
2,21,2,60,5,5,364
2,14,1,120,3,11,71
2,159,1,249,3,1,89
3,95,1,225,2,3,6
3,95,1,225,3,0,235
4,69,2,70,1,31,89
2,61,2,125,1,7,364
2,29,2,49,5,0,134
3,120,1,200,1,1,270
2,64,1,139,3,25,70
3,62,2,125,1,8,117
2,160,1,150,4,0,127
1,219,1,65,1,1,29
2,183,2,70,1,30,297
3,192,2,100,1,0,359
3,35,3,75,2,9,231
3,95,1,137,1,0,35
3,202,1,185,4,10,329
4,84,1,50,1,1,178
2,92,2,100,3,4,53
4,105,1,115,2,3,6
3,179,2,100,1,0,352
3,65,1,160,1,4,41
2,160,2,70,5,18,365
2,61,2,67,3,6,307
3,203,2,89,3,7,10
3,210,1,265,4,21,334
3,96,2,92,5,2,187
2,183,1,120,3,15,345
2,29,2,60,4,0,22
2,75,1,125,4,10,84
2,81,3,38,2,3,31
3,35,1,69,1,2,1
3,207,2,51,1,1,84
2,61,2,45,3,0,332
4,106,2,65,3,1,362
2,92,1,95,2,7,14
3,95,1,125,2,22,291
2,52,2,80,2,0,342
3,131,2,200,3,30,1
4,5,2,62,3,27,154
2,191,2,47,1,0,31
2,129,2,50,1,1,86
2,183,1,145,4,1,12
3,95,2,115,3,0,365
2,29,2,85,1,4,1
2,14,1,150,3,11,105
4,111,1,105,4,12,335
3,95,2,50,3,3,7
3,210,1,229,2,3,67
2,14,2,30,3,16,57
3,74,1,230,3,8,23
3,179,2,100,1,0,331
1,119,2,35,5,8,179
3,93,1,195,4,17,188
2,14,1,175,4,0,17
4,5,1,50,2,4,20
3,95,2,80,3,0,362
3,179,2,100,3,6,3
3,36,1,145,4,13,68
4,9,2,99,3,4,7
2,14,1,160,2,15,71
2,14,2,80,1,15,64
2,14,2,60,5,9,33
2,159,1,175,3,19,88
2,92,1,240,2,1,7
5,195,1,106,3,10,87
2,75,3,30,5,34,288
3,65,2,100,5,0,11
3,95,2,55,1,2,325
4,218,2,45,4,22,266
2,14,1,169,4,0,6
1,135,2,49,1,23,333
2,52,2,40,1,22,67
2,29,1,159,3,11,77
4,106,1,50,1,4,119
2,86,1,115,1,2,93
4,5,2,70,5,3,69
3,179,2,270,5,1,210
2,61,2,75,2,7,361
3,138,1,175,3,4,270
2,205,2,85,2,10,1
3,96,2,110,2,6,83
4,221,1,115,2,34,81
3,74,1,229,2,5,350
4,5,2,52,6,7,2
2,81,1,128,1,31,13
4,78,2,99,1,4,364
3,95,2,150,4,0,88
2,92,1,250,3,2,177
3,207,2,45,2,1,35
2,14,2,175,2,1,89
2,61,2,75,2,30,104
1,214,1,120,2,13,97
3,113,1,181,1,2,167
3,35,1,165,2,11,2
3,128,1,250,1,3,360
3,65,2,250,1,2,180
3,96,1,99,1,34,1
3,210,1,123,2,6,34
3,192,2,100,1,0,335
3,95,2,120,1,0,89
5,187,2,75,3,4,128
3,95,2,50,1,0,29
4,23,2,70,1,32,364
4,184,2,180,1,0,179
3,35,1,225,1,0,228
3,96,2,80,1,30,183
4,167,1,100,4,0,362
4,118,1,93,1,16,181
2,77,2,57,1,7,311
3,74,1,249,3,4,86
3,128,2,100,1,0,364
2,215,1,195,2,14,28
