neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,availability_365
3,95,1,150,3,13,207
1,137,1,69,2,25,92
3,128,1,137,1,7,218
1,206,1,88,5,8,322
3,128,2,94,1,27,76
4,72,2,50,1,12,363
3,74,1,235,2,3,340
2,14,2,50,1,25,28
1,168,2,49,6,2,340
2,14,2,68,2,15,365
3,179,2,100,1,0,266
2,215,1,199,3,10,280
1,125,2,100,1,3,150
3,203,2,135,3,13,219
3,202,1,110,1,3,5
3,128,1,250,1,1,64
2,61,2,33,1,14,37
2,215,1,165,3,5,272
3,62,2,70,1,0,314
2,215,2,70,2,8,8
2,14,2,75,1,17,227
4,190,2,50,2,2,179
3,95,2,75,2,19,84
2,215,1,171,2,6,48
3,104,2,60,1,2,326
3,202,1,120,6,2,9
4,107,1,150,1,20,147
3,120,1,150,4,32,216
3,95,1,250,1,0,89
2,215,2,80,4,3,7
2,215,2,120,3,2,149
3,65,3,65,4,6,35
4,69,2,130,2,0,358
3,65,1,220,4,1,1
3,96,3,77,1,3,365
4,186,2,50,1,23,356
3,96,2,120,1,10,357
2,21,2,45,2,3,365
4,221,2,58,2,32,88
3,62,2,65,2,2,125
3,104,1,125,2,32,19
2,29,2,75,3,6,365
2,14,3,33,1,33,85
2,53,2,40,1,1,340
3,62,1,250,5,33,28
2,215,1,165,3,32,10
2,183,2,60,2,1,36
2,75,1,150,4,18,52
1,39,2,100,3,0,365
2,52,2,70,1,4,153
4,5,2,54,2,1,56
2,215,1,175,4,6,157
2,86,2,149,1,7,365
2,14,1,110,2,7,7
2,61,2,50,2,2,356
3,128,2,100,1,0,319
2,29,2,60,1,25,177
4,78,2,70,2,2,315
4,184,2,75,1,8,179
4,5,3,52,1,1,363
3,95,2,45,6,13,346
4,106,2,30,1,15,90
2,14,1,100,5,11,298
3,95,1,112,4,9,89
4,5,2,105,1,2,359
2,14,2,57,2,22,71
2,14,2,44,2,31,77
2,215,2,75,1,5,55
2,75,1,250,4,3,35
3,35,2,85,2,4,76
4,55,1,90,5,14,1
2,86,2,99,1,20,1
3,96,2,115,1,16,217
3,120,2,60,5,13,253
4,124,2,50,1,12,233
3,96,1,260,2,14,212
1,156,2,71,4,18,45
4,55,1,175,2,6,176
2,14,1,110,3,0,63
4,118,2,99,1,7,352
2,14,2,65,3,1,119
4,4,1,86,2,23,20
3,96,2,98,5,8,179
2,77,2,75,3,0,90
2,52,2,75,1,22,319
1,112,2,90,3,0,353
3,210,1,220,2,3,176
3,207,2,62,2,4,336
2,14,2,65,2,13,321
2,52,1,175,5,4,98
2,31,1,114,2,21,68
3,93,1,215,2,18,38
2,160,3,25,2,1,365
2,29,2,50,1,26,9
2,90,1,80,2,1,229
2,32,1,225,4,0,317
1,79,1,100,2,12,20
4,124,1,109,5,1,160
2,75,1,97,2,22,2
4,23,2,45,2,4,76
3,189,2,99,5,0,12
3,207,2,59,2,5,216
5,196,2,100,2,0,365
3,74,2,100,1,31,195
2,14,2,120,2,1,97
2,75,1,195,5,0,6
2,53,2,45,3,6,6
4,190,2,60,1,0,34
2,14,2,43,1,10,2
2,14,1,150,5,36,145
2,183,1,250,3,17,5
3,95,2,65,1,1,17
4,60,2,75,1,33,81
2,61,2,50,2,5,304
3,74,1,241,2,7,331
3,207,2,45,4,0,7
3,120,2,78,3,3,166
3,131,2,220,1,0,365
3,35,1,269,1,4,122
3,65,2,79,2,19,244
2,160,2,100,3,2,89
4,151,1,60,3,4,170
4,105,2,80,4,3,175
4,172,1,85,2,31,142
3,96,1,179,2,27,8
3,62,2,99,2,12,176
4,118,2,95,1,18,347
2,14,2,75,1,12,60
2,52,2,55,2,3,174
2,75,1,150,4,1,20
2,215,1,203,3,4,254
2,26,1,135,3,21,15
3,36,1,200,1,0,312
3,93,1,159,5,4,42
2,14,1,189,3,10,349
4,111,1,139,4,6,282
3,95,2,65,1,28,163
1,49,1,150,4,6,346
3,95,2,189,1,7,291
4,78,1,149,2,28,63
2,14,1,150,2,17,11
4,126,1,250,2,4,364
2,191,1,135,2,9,266
4,80,2,50,3,30,220
3,207,3,40,1,19,341
3,62,2,65,2,11,365
3,202,2,105,5,2,342
2,14,1,130,2,24,10
3,95,2,145,1,14,113
4,60,2,49,1,3,207
3,35,1,190,3,15,293
2,24,1,130,3,22,134
3,120,1,200,1,15,29
2,92,2,49,3,4,7
3,96,2,120,2,32,90
3,96,2,70,3,6,225
2,14,1,210,5,0,80
2,82,3,20,1,1,353
3,202,3,70,1,7,66
2,52,2,70,5,1,282
3,202,2,101,3,4,345
3,74,1,257,2,0,355
3,62,1,250,2,27,31
2,160,2,80,3,4,331
2,215,1,110,2,15,12
3,65,2,68,1,18,90
3,95,2,40,2,27,345
2,191,1,265,2,20,41
3,74,1,223,2,3,310
4,151,1,150,5,3,317
2,81,1,144,3,0,92
2,29,1,175,4,1,188
2,52,1,140,2,10,93
3,179,2,169,3,31,69
2,14,2,220,1,0,178
4,190,2,76,3,9,112
3,128,1,180,3,2,1
4,151,2,75,1,1,173
2,52,1,100,3,5,8
2,29,2,85,3,8,3
4,218,1,75,1,8,325
2,215,1,144,4,10,43
3,65,1,175,5,1,8
2,29,2,48,3,13,34
2,215,2,70,3,11,9
4,118,3,45,5,16,88
2,52,1,90,3,4,18
2,152,2,150,1,1,276
3,35,3,75,1,0,352
4,5,2,125,2,5,90
2,75,1,130,3,2,33
1,49,2,65,1,2,364
2,14,1,115,5,28,347
3,128,2,100,2,0,89
2,14,2,75,5,13,3
3,120,1,243,2,1,97
2,86,1,150,5,25,54
2,29,1,110,2,21,13
4,13,2,55,1,0,170
3,62,1,100,2,2,8
2,14,1,99,2,21,26
2,191,2,39,3,23,137
2,215,2,60,2,16,355
2,64,2,45,3,29,90
3,120,1,200,2,15,129
2,160,3,39,1,0,207
4,110,2,60,3,11,318
2,29,2,50,2,5,206
2,90,2,199,3,0,363
4,218,2,55,4,0,150
2,29,1,100,2,4,9
3,35,1,261,2,18,143
4,55,1,150,2,18,364
2,14,1,195,2,1,71
4,60,2,80,2,1,219
2,77,1,85,1,21,82
3,170,2,70,3,1,358
3,128,1,190,3,2,23
2,215,2,95,1,6,200
5,187,1,86,5,1,43
2,29,2,58,1,10,179
2,92,1,250,2,6,49
4,78,2,58,3,20,88
2,29,2,100,1,0,35
3,95,1,250,2,27,180
2,14,1,195,2,5,20
1,148,2,45,1,18,153
3,207,3,50,1,8,89
3,203,2,30,1,6,9
2,29,2,42,2,0,311
4,161,2,80,1,5,363
2,215,2,109,3,5,179
2,92,2,130,2,2,47
3,93,1,250,3,2,32
2,176,1,129,2,6,86
2,152,2,120,2,23,342
2,163,2,100,1,12,8
1,206,2,35,1,5,62
3,93,2,129,1,29,245
3,65,2,81,5,9,110
2,29,1,165,3,0,364
2,152,1,135,5,5,318
2,29,1,185,2,0,320
4,190,2,50,3,3,112
4,165,2,60,1,17,1
4,184,2,70,1,19,84
2,61,2,67,5,17,308
2,215,2,150,1,12,180
4,124,2,26,3,2,118
2,215,1,94,1,28,274
2,215,1,230,2,10,169
3,96,2,91,1,32,181
4,182,1,248,2,2,354
2,14,2,93,3,21,73
2,215,2,110,3,3,179
2,159,2,70,5,18,8
2,160,1,150,2,1,25
2,160,1,120,5,0,190
3,96,1,200,1,9,190
3,96,2,83,2,15,1
3,198,2,149,1,16,337
2,14,1,200,2,0,71
3,62,2,83,2,25,161
3,104,1,110,4,15,19
3,104,2,65,2,2,76
2,92,2,45,1,13,160
2,29,2,140,1,4,365
3,65,1,150,2,28,9
3,96,1,206,5,10,199
2,29,1,97,3,6,2
5,177,1,75,3,19,258
2,21,2,60,1,9,180
3,95,2,65,1,21,58
3,210,1,180,3,21,162
3,95,1,220,4,1,364
1,201,1,100,5,1,11
3,131,2,128,1,33,235
3,128,1,200,4,8,363
2,29,3,28,1,4,53
2,42,1,212,5,11,10
2,14,3,36,3,14,361
2,14,2,55,1,31,225
3,207,2,150,1,7,185
2,217,1,154,2,12,19
2,160,1,90,2,4,73
3,128,1,137,1,10,182
4,218,1,150,5,0,121
2,75,2,95,6,2,249
5,187,2,75,2,10,207
4,5,1,250,2,0,354
3,96,1,250,1,0,8
4,184,2,55,1,17,161
2,31,2,55,1,9,365
2,92,1,190,3,32,265
2,215,1,175,5,10,32
2,14,2,59,1,0,55
2,14,1,250,2,1,66
3,96,2,150,1,16,255
2,64,2,48,1,1,334
1,48,2,45,3,19,67
2,29,2,36,2,5,309
3,35,2,140,2,2,22
3,36,1,200,2,1,5
2,29,2,48,1,2,53
3,95,2,55,3,4,21
1,214,2,56,2,4,70
3,62,1,134,3,2,26
3,95,3,85,1,1,90
5,28,2,80,1,29,362
2,64,1,85,3,28,19
3,95,2,69,2,4,180
3,65,1,131,2,15,11
2,29,2,46,1,7,130
3,179,2,175,3,20,239
4,100,2,150,1,0,89
4,190,3,30,3,0,359
3,128,1,190,2,25,4
1,79,2,40,3,1,179
2,191,2,29,1,12,66
2,215,1,200,2,2,157
2,61,1,90,2,4,93
2,129,2,44,2,0,7
2,29,1,175,3,1,358
3,74,1,244,2,2,317
2,176,1,100,3,23,2
2,14,1,135,3,15,89
2,215,2,69,3,2,284
4,186,1,30,2,11,230
4,57,1,125,3,16,123
3,62,2,89,4,1,365
4,118,1,120,2,2,4
3,120,2,150,1,2,58
4,167,2,44,2,10,128
2,129,1,200,2,26,275
2,215,1,225,2,0,45
2,14,1,96,2,14,50
2,159,2,100,3,1,179
2,14,1,225,2,10,38
4,221,2,155,2,14,90
3,120,1,109,4,0,2
2,14,2,89,1,25,160
2,14,1,100,2,27,255
3,210,1,195,2,30,189
3,210,1,170,2,6,3
2,21,2,38,2,0,171
2,129,1,140,2,19,165
2,82,2,55,1,1,322
2,215,1,170,5,35,290
2,14,2,75,2,0,115
2,215,2,60,1,0,173
2,152,1,150,6,1,209
4,55,2,75,2,1,89
1,137,2,80,3,20,36
3,202,1,150,3,10,89
3,96,2,180,3,29,126
1,206,2,160,2,0,364
2,29,2,64,2,32,14
4,118,1,160,3,0,23
3,202,2,100,2,17,4
2,14,1,150,5,18,254
1,40,2,48,2,33,47
2,64,2,50,1,3,179
4,106,1,83,3,29,48
2,92,2,65,2,6,20
2,61,1,119,1,24,313
3,65,2,110,4,23,93
2,215,1,94,6,4,11
2,160,1,69,3,11,7
3,120,2,75,2,24,7
3,95,2,35,5,19,8
4,5,1,150,3,21,349
3,95,1,150,1,6,352
2,29,1,200,3,6,194
3,128,2,199,1,1,350
3,96,1,175,1,1,347
3,210,2,90,6,7,76
4,55,1,174,2,1,5
2,14,1,100,2,22,286
2,14,2,66,3,0,174
2,92,2,85,2,2,103
2,215,1,159,3,14,31
3,74,1,205,1,3,45
3,95,1,150,3,18,4
3,202,1,240,4,26,188
2,215,2,100,5,0,88
3,95,2,69,3,28,4
2,215,2,100,2,19,34
3,210,1,225,2,11,280
2,191,2,66,2,4,365
4,164,1,90,1,7,64
4,100,2,65,1,16,295
2,53,2,39,3,30,344
4,190,2,100,3,28,188
2,14,1,135,3,18,307
2,14,1,82,2,0,13
3,210,1,120,4,6,1
1,200,1,100,2,18,145
3,210,1,220,4,11,189
4,151,1,60,1,32,155
2,42,1,140,3,34,54
4,118,1,130,3,1,24
1,79,1,168,3,0,337
2,92,1,270,4,4,7
4,106,1,80,1,22,305
2,52,1,110,2,31,4
3,138,1,228,2,4,133
3,95,1,145,1,28,169
3,36,1,99,2,4,18
3,95,2,100,1,0,302
2,215,2,90,2,15,188
2,21,2,56,1,12,333
2,14,2,98,1,26,73
3,120,2,160,4,23,102
3,74,1,214,2,5,268
2,75,2,90,2,24,175
2,42,2,100,3,0,2
3,207,1,150,5,6,37
4,80,2,120,1,3,322
3,65,1,178,1,0,35
3,62,2,85,2,15,224
2,29,2,79,3,7,69
2,14,2,76,1,19,89
2,29,2,80,3,0,83
2,29,1,110,2,20,284
2,29,2,80,1,4,22
2,14,2,60,2,5,2
2,61,2,50,3,0,129
4,98,2,50,1,4,89
4,151,1,188,2,5,344
2,215,2,79,2,11,73
2,29,1,200,2,9,357
3,203,1,225,3,23,283
4,106,2,40,3,11,318
2,75,2,70,3,0,38
2,58,2,109,1,16,66
4,5,2,63,4,10,74
1,79,2,39,2,0,58
2,52,2,65,1,6,323
3,95,3,200,1,31,365
4,164,1,81,4,6,6
2,53,2,60,3,15,90
2,215,1,110,3,11,90
1,135,2,39,1,9,176
2,215,1,140,1,9,200
2,191,1,185,2,14,124
4,106,2,140,1,1,177
2,61,2,101,1,0,116
1,25,1,70,1,8,96
4,5,2,79,1,2,281
2,191,1,200,2,0,322
2,26,1,100,4,3,4
2,152,1,140,2,24,255
4,167,2,55,3,13,83
4,218,2,69,3,31,348
2,191,1,250,2,29,121
2,29,2,75,2,4,64
4,5,2,90,1,9,341
2,14,1,150,3,15,75
2,92,2,43,4,4,3
2,215,1,160,5,1,305
4,117,1,149,3,0,3
2,14,1,220,2,26,8
2,14,2,180,2,31,131
3,203,2,50,2,30,6
4,5,2,85,1,1,60
3,95,1,222,6,0,18
2,29,2,89,2,0,175
2,42,1,200,3,2,16
2,160,2,158,2,3,179
3,95,2,99,1,2,35
3,87,1,250,6,11,223
3,65,1,219,2,3,306
4,5,1,140,2,16,79
2,21,3,35,1,0,174
4,105,2,50,1,0,188
2,14,2,60,2,24,340
2,215,2,65,2,13,25
3,179,2,100,1,0,293
2,20,1,175,5,9,6
4,165,2,55,2,10,6
2,29,2,125,2,4,310
2,92,1,150,5,1,48
3,104,2,60,1,26,365
2,152,2,250,1,0,89
3,96,1,209,1,0,112
4,172,1,80,2,1,176
2,29,1,135,4,10,26
3,202,1,219,6,1,39
2,29,1,275,3,7,339
4,80,2,75,2,16,157
3,35,2,199,1,0,189
1,132,2,50,3,20,316
2,77,1,80,2,0,65
4,106,2,33,1,3,189
3,95,2,54,5,22,5
3,202,1,130,2,19,13
3,210,1,220,2,10,48
4,69,2,42,6,26,299
3,203,2,137,3,0,44
5,187,1,100,3,1,201
3,74,1,185,2,0,89
2,160,1,100,3,2,324
3,93,1,200,2,26,188
3,203,2,110,1,2,6
3,35,1,223,3,0,169
2,215,2,70,1,7,98
2,109,1,59,5,7,140
4,221,2,70,5,9,138
3,74,1,225,4,0,79
3,120,1,175,1,22,64
4,165,3,58,1,12,180
2,61,2,54,1,14,81
4,60,2,45,3,13,80
5,56,2,49,1,8,342
3,203,2,150,3,10,42
4,106,2,68,3,16,359
2,14,2,45,1,2,14
2,61,1,115,2,7,123
2,52,2,75,2,18,242
4,55,2,85,5,3,88
3,65,2,100,1,13,335
3,65,1,190,5,21,224
2,32,1,130,4,5,10
2,160,2,39,1,11,309
2,52,2,50,1,5,361
3,202,1,165,1,12,75
3,62,3,49,2,25,12
2,160,1,80,3,24,19
4,45,1,87,2,0,358
2,14,2,225,1,0,179
3,65,2,62,2,15,284
4,164,3,65,3,8,161
2,14,1,119,3,7,9
2,14,1,100,3,0,28
3,128,1,79,6,8,15
2,52,1,150,1,29,135
2,191,2,40,1,8,89
3,207,2,50,1,3,180
3,95,1,80,2,22,87
3,95,2,90,2,1,46
2,14,1,125,3,24,69
2,215,1,199,2,31,23
3,203,1,179,4,12,11
4,80,2,100,2,3,161
2,129,1,180,1,0,57
3,96,1,120,2,9,2
2,61,2,30,3,20,27
3,87,1,250,1,28,25
4,190,3,29,5,2,23
2,29,1,170,2,36,191
2,215,1,94,2,29,1
2,14,1,180,2,11,280
4,118,2,135,3,17,90
2,29,2,75,1,3,364
1,153,1,139,3,30,357
2,14,2,100,2,4,63
2,52,3,25,2,1,29
3,35,2,100,1,22,315
4,78,2,85,1,31,337
4,118,2,150,2,17,72
1,174,2,150,1,24,247
2,215,2,130,2,8,86
2,14,2,55,1,8,173
4,118,2,55,1,33,293
2,31,2,85,3,1,132
3,74,1,228,2,5,347
3,120,1,250,1,24,280
3,95,2,60,2,9,280
2,75,1,195,2,0,30
5,47,2,35,4,19,346
3,131,1,165,1,15,27
3,95,2,147,4,30,28
3,113,1,190,1,4,144
2,14,2,51,2,24,99
5,188,2,50,1,25,73
2,14,1,140,2,0,112
3,138,2,110,1,31,189
3,65,1,250,2,22,165
3,120,1,275,2,1,12
2,14,1,99,2,13,182
2,14,2,48,1,22,257
3,74,2,105,2,18,95
3,207,1,125,2,1,72
3,62,1,135,2,2,2
2,32,1,240,3,14,199
3,202,1,160,1,17,5
3,207,2,125,3,0,363
2,14,2,35,2,1,4
4,110,2,60,3,12,351
4,5,2,75,2,4,164
2,31,2,100,3,2,364
2,191,1,265,3,23,365
3,96,2,130,3,27,114
3,202,3,30,1,23,13
3,120,2,90,3,2,34
2,29,2,130,2,30,290
2,29,2,80,1,1,74
2,42,1,100,3,2,8
3,128,1,220,3,1,334
2,52,2,45,4,2,3
3,203,1,235,6,27,199
2,14,2,100,3,0,89
3,35,2,85,3,15,1
2,160,1,44,1,9,89
4,114,2,180,1,3,180
4,118,1,120,5,4,7
2,21,2,58,1,12,364
2,42,2,125,2,5,350
2,215,2,135,1,2,353
4,172,2,88,1,0,364
3,93,1,200,3,18,10
2,31,2,80,3,1,364
2,215,2,120,6,15,9
4,69,2,45,2,16,32
2,215,1,223,2,17,310
4,5,1,149,3,19,291
2,61,3,50,1,8,365
4,190,3,30,3,0,351
2,215,1,200,1,4,50
2,29,2,60,4,6,2
3,36,1,190,5,8,81
2,159,2,64,2,16,6
3,207,2,32,2,26,280
3,95,2,65,2,3,76
3,62,1,140,1,34,170
2,29,1,115,3,33,20
4,5,3,45,2,1,84
2,215,1,180,3,6,38
3,95,2,53,3,1,74
3,65,1,125,3,2,45
1,79,2,79,3,0,69
3,203,1,130,2,17,2
2,8,1,200,1,2,356
2,29,2,30,1,18,93
3,74,1,222,2,1,315
2,77,2,75,1,1,342
2,14,2,60,2,9,22
2,14,2,100,2,13,179
2,176,2,25,1,0,178
2,14,2,80,2,16,3
2,14,2,85,3,11,170
3,120,1,145,2,16,2
3,95,2,87,1,2,332
2,90,2,39,3,20,324
2,75,1,61,3,2,138
4,190,2,139,1,3,365
2,44,1,90,5,18,2
3,62,2,89,3,21,125
5,195,2,35,2,12,299
3,207,2,80,2,28,327
3,93,1,225,1,3,188
1,17,2,100,1,3,319
2,29,2,120,1,16,57
4,167,2,55,3,7,188
3,65,2,75,3,32,72
3,65,1,160,4,6,6
3,104,2,149,1,30,270
2,14,1,200,2,3,188
2,61,3,95,2,7,238
4,118,2,93,2,0,14
2,215,2,80,3,6,6
3,95,1,105,2,33,45
4,184,1,93,1,24,19
3,95,1,125,2,7,24
4,124,2,45,5,12,320
4,221,2,49,4,5,87
2,29,2,60,2,21,57
2,215,1,250,1,2,4
3,120,1,150,2,10,6
4,30,2,250,1,2,365
2,75,2,54,2,3,286
2,29,1,100,4,4,11
2,29,1,98,4,32,8
2,44,2,105,3,14,173
3,95,1,150,1,21,2
3,62,1,115,3,12,7
3,120,1,199,1,29,162
2,53,2,51,3,0,317
3,93,1,196,2,1,149
4,105,1,125,2,32,50
4,218,2,89,3,6,358
3,65,2,100,3,1,67
2,42,1,126,1,0,26
3,65,1,100,2,11,102
3,62,3,60,1,8,90
3,96,1,170,2,18,63
3,96,1,189,1,4,156
2,42,1,162,3,10,4
3,96,2,180,2,5,16
4,106,2,68,1,14,13
2,215,1,165,2,0,314
2,14,1,100,3,5,3
2,64,2,70,3,0,363
2,215,1,129,1,28,93
3,96,2,140,2,4,365
2,42,1,145,6,17,15
2,75,2,43,2,0,21
2,215,1,150,3,15,35
2,21,2,56,1,4,282
2,152,1,200,1,4,20
3,202,1,185,2,7,107
3,7,1,200,2,17,79
2,215,2,65,2,1,95
2,191,1,259,2,25,355
1,147,2,40,1,1,174
4,124,2,59,2,13,35
3,202,1,150,2,17,338
3,95,2,70,1,23,97
4,167,1,230,4,0,142
4,78,2,65,2,7,341
4,55,2,100,2,2,365
3,95,2,150,3,0,365
4,55,2,100,3,34,161
3,62,1,125,2,1,1
4,105,2,55,2,29,149
5,195,2,55,3,6,154
2,29,2,65,5,8,100
3,202,2,89,3,9,18
4,105,1,128,3,33,325
3,202,1,150,3,4,315
4,110,2,60,2,7,305
2,215,1,250,4,8,156
2,81,1,250,6,0,12
4,4,1,199,1,11,113
2,14,1,155,1,17,118
2,152,1,190,3,17,167
2,81,2,150,4,2,193
3,120,2,84,2,18,21
3,138,1,263,2,5,62
3,207,2,55,5,4,218
3,202,1,100,5,8,270
4,190,2,115,2,24,19
3,74,1,185,2,2,291
3,65,2,115,1,20,67
2,27,2,81,1,4,36
4,78,2,80,1,30,189
4,186,1,99,2,9,167
2,64,2,49,3,0,23
2,215,2,61,1,25,7
2,18,1,123,2,27,128
4,218,2,65,2,4,180
2,160,1,75,2,12,8
3,120,2,105,3,21,20
4,107,2,50,1,3,179
4,105,1,67,2,0,134
2,215,2,175,3,0,365
3,96,2,100,3,0,351
3,96,1,163,6,25,266
3,65,2,135,1,14,332
2,215,1,250,3,6,114
3,203,2,120,1,12,338
2,14,2,59,2,8,45
3,120,1,220,3,12,43
2,29,1,172,1,0,88
3,65,1,200,2,6,134
4,80,1,88,2,9,54
3,35,2,255,4,1,365
2,215,2,98,1,33,11
4,221,2,50,1,10,328
2,160,2,100,1,14,304
3,95,3,50,1,27,98
4,118,2,59,1,0,351
3,95,2,82,2,4,90
2,61,2,133,1,0,89
2,176,2,46,4,0,60
4,106,2,60,2,11,157
2,14,1,95,4,0,14
1,97,1,240,1,22,1
4,165,2,40,2,13,311
4,184,1,101,1,32,135
2,29,2,70,1,9,262
2,61,2,45,2,1,296
1,136,2,43,2,11,338
3,210,1,154,2,4,12
2,215,2,85,3,12,289
4,80,3,35,3,24,236
4,124,2,65,1,0,177
2,20,1,125,2,23,60
2,14,2,54,2,1,319
2,75,2,45,4,24,4
3,128,2,249,3,1,87
3,128,1,145,5,0,40
3,62,3,65,1,2,64
2,14,2,55,2,35,209
1,66,2,50,1,0,88
2,75,1,100,2,0,71
4,118,2,70,3,12,77
4,12,2,49,1,14,72
3,76,1,265,3,26,341
3,96,1,249,1,9,88
2,42,1,150,6,16,168
2,52,2,75,2,6,12
3,95,2,95,2,27,320
2,14,1,130,3,4,7
4,78,2,100,1,0,71
2,81,2,85,5,29,240
3,203,1,200,6,4,364
4,124,1,130,2,4,338
3,207,2,69,2,7,14
4,78,2,38,1,16,362
3,203,1,150,2,0,74
4,118,2,79,5,1,315
4,78,2,59,1,25,77
3,74,1,201,2,20,333
4,118,1,150,3,2,3
3,95,1,139,1,0,29
5,123,1,150,5,16,299
3,113,1,131,2,2,11
4,5,2,49,5,2,179
2,183,2,80,2,35,88
3,96,2,145,1,6,287
4,167,2,100,1,2,63
3,128,1,180,1,4,262
2,14,3,30,2,14,224
3,62,1,115,2,0,3
2,29,2,99,2,26,155
2,29,2,80,4,0,263
3,62,1,175,1,1,307
3,120,2,75,1,6,155
2,52,2,95,2,9,342
3,35,1,195,3,0,252
2,61,1,85,1,5,124
2,53,1,150,3,14,153
3,95,1,150,4,3,281
3,95,2,205,2,3,364
2,77,2,40,1,1,37
2,92,1,160,2,23,30
2,29,2,71,5,19,140
2,152,1,211,3,8,90
2,14,2,50,3,15,217
3,62,2,120,2,27,188
4,51,3,27,2,13,361
2,20,1,255,3,16,33
3,62,2,120,1,20,357
4,110,1,150,6,3,36
3,146,1,175,2,22,24
2,14,2,50,5,1,6
3,95,2,78,5,1,89
3,87,1,117,1,3,233
2,14,1,140,3,30,122
4,161,2,38,2,14,6
4,51,3,27,1,16,364
2,215,2,70,3,2,223
5,3,1,100,2,18,296
2,215,1,125,2,1,22
2,215,2,85,1,2,64
3,128,1,180,1,5,260
2,14,2,120,2,0,6
3,128,2,150,3,3,127
2,52,1,180,3,1,90
2,82,1,150,5,4,312
3,202,2,140,4,2,42
2,75,2,45,1,7,34
2,129,1,250,3,0,101
2,215,2,44,1,8,357
3,87,1,250,1,3,312
4,78,2,45,1,33,80
2,52,1,112,2,3,364
3,179,2,200,1,1,203
2,14,2,60,2,19,251
4,4,2,95,1,2,361
2,81,1,220,6,7,5
2,183,1,155,3,9,5
2,52,2,70,2,10,68
2,14,2,53,2,18,333
2,29,1,154,3,26,341
4,186,1,239,3,11,355
3,95,2,69,1,1,364
2,52,1,75,2,1,72
3,207,2,78,5,0,364
2,129,2,200,3,1,88
1,156,1,109,2,9,50
2,29,2,110,3,26,347
3,74,1,255,2,6,237
3,95,1,80,2,3,1
3,95,2,80,2,3,339
2,52,1,150,5,9,78
3,202,1,230,3,0,324
2,215,1,109,2,28,170
3,120,2,119,1,7,360
3,189,2,68,3,1,22
4,105,2,85,1,2,42
3,95,2,75,1,1,65
3,74,1,229,2,2,338
2,29,1,245,2,5,128
2,52,2,80,1,0,359
3,104,2,59,4,13,157
2,92,1,118,4,1,30
2,61,2,99,1,0,365
2,92,2,100,3,9,365
3,95,2,95,2,14,89
3,120,1,139,5,12,25
4,218,2,35,1,0,341
2,215,2,73,4,25,48
4,165,2,75,1,5,365
3,87,2,65,1,4,104
3,95,1,175,2,29,190
2,14,1,140,4,19,76
2,215,2,90,2,13,7
3,192,1,119,1,18,302
4,161,2,38,2,13,6
3,202,1,179,3,24,3
4,164,2,35,4,10,11
4,80,1,89,3,5,1
2,92,1,200,1,2,229
2,215,1,198,4,3,11
3,179,1,240,1,9,338
3,96,1,178,3,2,22
5,127,2,80,1,7,358
2,215,2,75,2,16,25
2,52,1,130,4,3,13
3,113,1,130,2,11,4
4,68,2,65,1,2,363
2,14,2,45,3,4,342
4,167,2,89,3,4,68
3,65,1,120,2,0,39
3,96,2,200,3,8,332
2,52,1,178,2,19,257
2,29,2,60,4,0,47
2,215,1,180,2,0,6
3,87,1,200,1,1,335
2,29,1,150,3,0,17
3,96,3,69,1,24,208
2,14,2,165,1,2,342
3,96,2,120,1,29,198
3,95,1,110,2,29,200
2,61,1,150,6,0,62
2,191,2,100,2,1,365
2,159,1,199,2,4,179
2,29,2,72,5,23,112
3,87,1,249,4,26,281
2,152,1,186,5,0,107
2,31,1,95,3,4,108
3,95,2,100,1,9,90
4,4,1,90,1,0,39
3,95,2,60,5,28,267
2,215,2,50,2,25,21
4,78,1,159,2,22,58
2,215,1,250,3,1,2
2,14,2,40,2,1,1
3,62,2,120,1,3,179
4,172,1,60,1,30,282
4,23,1,78,1,5,326
1,153,2,40,3,1,68
3,76,2,99,1,2,13
2,92,1,125,3,16,60
3,62,2,270,1,3,30
3,203,1,249,3,3,118
3,95,1,125,1,0,69
3,95,1,100,4,6,27
2,215,1,170,4,4,188
2,159,1,140,5,2,25
3,128,1,160,2,7,12
2,53,2,68,2,0,315
3,203,2,135,2,0,352
2,64,1,139,3,21,344
3,96,1,160,1,2,55
1,147,2,40,1,1,179
3,96,1,243,2,14,93
3,203,1,149,1,15,265
3,128,1,250,2,11,22
2,160,2,85,5,3,32
1,79,2,70,1,5,364
4,55,2,55,2,8,110
2,31,1,200,3,3,357
2,29,2,65,2,29,348
3,65,1,229,2,21,70
2,159,1,225,3,29,56
3,65,1,215,2,18,68
4,55,1,140,2,17,292
3,210,1,170,4,1,273
2,176,1,250,3,4,360
1,48,2,40,1,29,360
2,92,1,105,4,4,3
3,96,1,229,5,5,43
2,21,2,39,1,9,11
3,65,1,78,3,4,13
2,215,1,250,4,0,188
2,14,1,225,2,23,77
4,5,2,65,1,22,119
3,120,1,120,1,4,36
2,92,1,150,2,15,1
2,29,2,70,2,8,61
3,210,1,165,1,6,215
2,54,2,250,3,14,189
2,215,1,190,1,0,53
2,64,2,50,2,6,1
2,215,1,107,4,17,9
3,35,1,180,3,2,173
2,215,2,80,3,5,13
3,95,1,70,1,1,6
2,64,2,75,3,34,341
3,207,2,90,1,0,179
2,160,2,75,2,9,324
3,62,2,111,3,9,3
3,207,2,95,2,0,90
2,176,1,120,2,15,334
